nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Dr. Luiz Otávio Duarte,254.738.609-74,Costela,MT,3429634695,2024-01-13,972.9,29594.2,Ana Lívia Cavalcante,Suspensa,Morte Acidental,22150.7055,Diária por Incapacidade,16.40793,Doenças Graves,4101.9825,82039.65
Diogo Novaes,210.643.789-78,Aragão,MT,9647483506,2023-01-15,782.08,20829.45,Vitor Gabriel da Conceição,Ativa,Diária por Incapacidade,22.374188,Auxílio Funeral,447.48376,Invalidez Permanente,11187.094,111870.94
Srta. Allana da Cunha,672.491.583-09,da Conceição,SC,5960247273,2022-11-22,831.49,406146.11,Isabella Nascimento,Ativa,Morte Natural,17213.405,Invalidez Permanente,7824.275,Diária por Incapacidade,15.64855,78242.75
Isabela Camargo,320.479.168-87,Sousa,AC,2587390211,2024-07-13,668.67,263390.67,Elisa Silva,Ativa,Doenças Graves,6522.828,Diária por Incapacidade,26.091312,Morte Acidental,35223.2712,130456.56
Sra. Ester Farias,231.740.596-07,das Neves,ES,3821384149,2025-02-05,151.07,440395.24,Mariana Costa,Ativa,Morte Natural,42288.2702,Doenças Graves,9610.9705,Auxílio Funeral,768.87764,192219.41
Dra. Manuella Viana,278.059.146-30,da Cruz de Minas,RS,5062073681,2024-03-10,836.68,241789.15,Mariana Nogueira,Ativa,Auxílio Funeral,716.1674,Morte Natural,39389.207,Invalidez Permanente,17904.185,179041.85
Maya da Rocha,685.731.492-64,Pires das Pedras,AP,7933508758,2023-11-10,787.0,263762.45,Vinícius Oliveira,Ativa,Diária por Incapacidade,19.419166,Auxílio Funeral,388.38332,Morte Natural,21361.0826,97095.83
Daniela Rios,809.153.726-30,Cassiano,PE,7174295884,2023-09-01,481.12,195351.74,Ester Caldeira,Ativa,Morte Natural,29886.5996,Doenças Graves,6792.409,Morte Acidental,36679.0086,135848.18
Marcela Sá,248.359.016-06,Garcia,RJ,1123585600,2024-02-27,318.49,79839.55,Cauã da Paz,Ativa,Diária por Incapacidade,21.490744,Morte Natural,23639.8184,Auxílio Funeral,429.81488,107453.72
Vitória Mendes,847.965.201-20,Rodrigues,PE,9469727598,2023-06-17,795.52,96303.69,Cecília das Neves,Ativa,Morte Acidental,35015.3334,Doenças Graves,6484.321,Diária por Incapacidade,25.937284,129686.42
Dr. Henry Vieira,784.603.912-13,Câmara,PA,6666308425,2024-08-19,803.85,260142.17,Isabelly Aparecida,Cancelada,Doenças Graves,37203.387,Invalidez Permanente,74406.774,Morte Natural,163694.9028,744067.74
Manuela Rezende,940.135.762-52,Barbosa de Aparecida,AL,6646898905,2023-10-09,491.78,315008.65,Sabrina Duarte,Suspensa,Auxílio Funeral,380.3616,Morte Natural,20919.888,Morte Acidental,25674.408,95090.4
Theodoro Aragão,870.423.165-17,Novaes,MA,313641841,2022-11-11,234.13,90608.54,Dr. Isaac Aragão,Ativa,Doenças Graves,6656.1185,Morte Natural,29286.9214,Auxílio Funeral,532.48948,133122.37
Theodoro Freitas,235.697.408-38,Silveira de Peixoto,BA,2231935276,2024-05-17,464.86,247846.58,Ravi Lucca Abreu,Ativa,Diária por Incapacidade,19.078256,Doenças Graves,4769.564,Morte Natural,20986.0816,95391.28
Mirella Abreu,760.258.943-29,Rios,AL,6955832503,2025-08-28,868.42,159704.14,Paulo Câmara,Ativa,Invalidez Permanente,5826.683,Doenças Graves,2913.3415,Auxílio Funeral,233.06732,58266.83
Dra. Maria Clara Campos,431.860.259-15,Correia,SP,1105860116,2024-07-13,996.84,384890.69,Caio da Mota,Ativa,Morte Acidental,239604.0102,Morte Natural,195232.8972,Auxílio Funeral,3549.68904,887422.26
Sr. Isaque Alves,853.461.270-62,Leão,RN,7947809603,2024-12-23,329.31,296002.67,Yago Sousa,Ativa,Morte Natural,38995.3718,Doenças Graves,8862.5845,Morte Acidental,47857.9563,177251.69
Dra. Maria Vitória Siqueira,618.973.205-40,Moura,SC,6978790794,2023-03-13,928.77,174509.6,Sra. Maria Cecília Pires,Ativa,Auxílio Funeral,396.60876,Morte Acidental,26771.0913,Invalidez Permanente,9915.219,99152.19
Thales Peixoto,749.816.205-94,Garcia Paulista,RN,7161331124,2022-12-19,948.63,100784.59,Mathias Fonseca,Ativa,Invalidez Permanente,8694.272,Auxílio Funeral,347.77088,Morte Natural,19127.3984,86942.72
Eduardo Sá,469.573.028-65,da Rosa,ES,2292667189,2023-01-22,798.0,279516.27,Manuella Rios,Suspensa,Diária por Incapacidade,10.488606,Morte Acidental,14159.6181,Morte Natural,11537.4666,52443.03
Caio Machado,451.693.082-05,Pimenta,PB,252331113,2023-01-23,399.02,393628.28,Srta. Esther Mendes,Ativa,Morte Natural,20550.8424,Morte Acidental,25221.4884,Auxílio Funeral,373.65168,93412.92
Luara Garcia,281.039.547-05,Gomes do Norte,PR,7883471000,2024-03-31,566.67,135018.23,Carolina Monteiro,Ativa,Invalidez Permanente,10136.72,Morte Natural,22300.784,Doenças Graves,5068.36,101367.2
Dr. Davi Lucca Costela,163.928.450-89,Gomes,DF,547708702,2024-01-08,581.09,27138.09,Sophie Lima,Ativa,Auxílio Funeral,501.26084,Invalidez Permanente,12531.521,Morte Natural,27569.3462,125315.21
Emanuel Caldeira,927.501.638-03,Moreira,SP,5130293150,2023-05-02,974.9,13805.31,Dr. Pedro Henrique Pacheco,Ativa,Invalidez Permanente,16063.584,Auxílio Funeral,642.54336,Diária por Incapacidade,32.127168,160635.84
Aurora Ferreira,946.271.830-03,Leão,GO,9860203909,2023-11-25,608.97,107910.45,Maria Flor Nogueira,Ativa,Doenças Graves,6333.962,Morte Natural,27869.4328,Invalidez Permanente,12667.924,126679.24
Yuri Aragão,375.024.891-50,da Mata do Amparo,SC,2233441632,2023-03-18,367.95,211778.34,Dr. Davi Miguel Vargas,Ativa,Morte Acidental,18800.6211,Invalidez Permanente,6963.193,Doenças Graves,3481.5965,69631.93
Amanda Mendes,874.301.269-87,Nogueira Grande,PI,9654369465,2023-01-02,244.78,32405.1,Manuela Farias,Suspensa,Doenças Graves,38091.039,Morte Natural,167600.5716,Diária por Incapacidade,152.364156,761820.78
Ísis da Paz,913.574.628-91,Peixoto Alegre,MS,8753329535,2023-06-21,954.51,261082.85,Igor da Cruz,Ativa,Morte Natural,26740.4258,Auxílio Funeral,486.18956,Invalidez Permanente,12154.739,121547.39
Sra. Olivia Gonçalves,517.042.638-08,Gomes da Praia,DF,3275505346,2025-08-01,851.5,441145.07,Bento Cirino,Ativa,Doenças Graves,7799.1905,Invalidez Permanente,15598.381,Auxílio Funeral,623.93524,155983.81
Antony Rezende,451.738.096-39,da Costa,PE,110705051,2024-02-16,582.32,398522.02,Ana Freitas,Suspensa,Invalidez Permanente,72447.849,Morte Acidental,195609.1923,Doenças Graves,36223.9245,724478.49
João Lucas Costa,548.172.639-46,Gonçalves,RS,1494864199,2023-10-30,572.75,254984.03,Sr. Dante Fernandes,Cancelada,Doenças Graves,31601.132,Invalidez Permanente,63202.264,Diária por Incapacidade,126.404528,632022.64
Dr. Lucas Gabriel Barros,540.923.867-29,Lopes,SC,3802859258,2023-03-05,421.58,393530.09,Joana Albuquerque,Ativa,Morte Natural,17079.0026,Doenças Graves,3881.5915,Auxílio Funeral,310.52732,77631.83
Gustavo Aragão,845.630.719-00,Câmara,SP,316652497,2023-06-07,975.98,473720.01,Julia Cavalcanti,Ativa,Morte Acidental,223587.486,Doenças Graves,41405.09,Invalidez Permanente,82810.18,828101.8
Sr. Henry Casa Grande,689.527.430-83,Garcia das Flores,PA,4250081639,2025-03-17,879.37,353864.1,Eloah Gomes,Ativa,Morte Natural,137142.39,Diária por Incapacidade,124.6749,Auxílio Funeral,2493.498,623374.5
Isis Campos,954.763.821-19,Gomes Grande,BA,879174906,2025-05-21,504.04,311568.9,Melina Casa Grande,Ativa,Auxílio Funeral,795.16036,Doenças Graves,9939.5045,Invalidez Permanente,19879.009,198790.09
Ana Vitória da Rosa,984.271.360-13,Barros da Praia,AM,7226224456,2024-12-09,210.25,325761.13,João Felipe Brito,Ativa,Auxílio Funeral,505.47852,Diária por Incapacidade,25.273926,Morte Acidental,34119.8001,126369.63
Kaique Peixoto,936.748.520-47,Pimenta das Pedras,PB,8395567016,2023-12-30,834.62,109425.95,Dr. Davi Lima,Suspensa,Invalidez Permanente,5925.509,Morte Acidental,15998.8743,Auxílio Funeral,237.02036,59255.09
Joana da Luz,069.738.142-04,Ramos de Minas,SC,1694323671,2023-05-19,873.56,60906.63,Maria Liz Sá,Cancelada,Doenças Graves,27157.768,Invalidez Permanente,54315.536,Morte Natural,119494.1792,543155.36
Dra. Emilly Albuquerque,081.934.652-70,Guerra,MA,4458324527,2024-12-10,770.71,458362.88,Sr. Luan Nascimento,Cancelada,Invalidez Permanente,16195.908,Doenças Graves,8097.954,Morte Natural,35630.9976,161959.08
Cecília Oliveira,356.472.809-00,Teixeira dos Dourados,SP,2177334550,2023-07-25,425.59,121913.86,Ian Borges,Ativa,Morte Acidental,29811.1536,Invalidez Permanente,11041.168,Auxílio Funeral,441.64672,110411.68
Maitê Sousa,653.278.901-12,da Cunha de Goiás,BA,2260392173,2025-02-24,727.64,56977.47,Cecília Siqueira,Ativa,Diária por Incapacidade,16.475794,Auxílio Funeral,329.51588,Morte Natural,18123.3734,82378.97
Srta. Mariana Melo,503.426.178-26,Mendes,RN,4590019649,2023-01-14,525.36,32900.3,Ravi Lucca Ferreira,Ativa,Invalidez Permanente,19357.372,Morte Natural,42586.2184,Doenças Graves,9678.686,193573.72
Davi Alves,051.629.837-21,da Conceição,BA,8362276189,2024-09-15,986.29,224488.86,Lorenzo Andrade,Ativa,Invalidez Permanente,5593.049,Auxílio Funeral,223.72196,Morte Acidental,15101.2323,55930.49
Isabela Vasconcelos,468.930.712-13,Porto,SC,4268184508,2025-02-06,869.75,343393.48,Ravi Leão,Suspensa,Diária por Incapacidade,107.348902,Morte Natural,118083.7922,Auxílio Funeral,2146.97804,536744.51
João Gabriel Mendonça,431.602.958-42,da Luz,CE,1414454463,2023-05-02,692.84,351888.46,Sabrina Pastor,Ativa,Invalidez Permanente,12031.806,Doenças Graves,6015.903,Diária por Incapacidade,24.063612,120318.06
Sra. Sophie Pacheco,538.729.064-29,Carvalho,TO,5739796822,2025-01-10,796.87,402354.49,Dra. Raquel Costa,Ativa,Diária por Incapacidade,20.781248,Morte Natural,22859.3728,Morte Acidental,28054.6848,103906.24
Ana Cecília Peixoto,563.017.492-43,Nunes,RJ,5892243314,2023-05-03,563.53,222201.83,Fernando Costa,Ativa,Morte Acidental,16956.9072,Invalidez Permanente,6280.336,Diária por Incapacidade,12.560672,62803.36
Eloá Leão,689.035.174-66,Siqueira Paulista,PA,6399845591,2023-06-07,469.39,135482.86,Nicolas Pastor,Ativa,Diária por Incapacidade,32.441914,Auxílio Funeral,648.83828,Invalidez Permanente,16220.957,162209.57
Alice da Rosa,581.473.602-07,Duarte de da Cunha,TO,6948592747,2024-03-25,326.65,249314.86,Antonella Araújo,Ativa,Diária por Incapacidade,34.509778,Doenças Graves,8627.4445,Auxílio Funeral,690.19556,172548.89
Isaac Duarte,506.739.412-99,Rodrigues,PI,9465378191,2025-08-12,614.24,240901.06,Diogo Silveira,Ativa,Doenças Graves,6903.72,Diária por Incapacidade,27.61488,Morte Acidental,37280.088,138074.4
Dr. Kevin Silveira,781.963.542-82,Cavalcanti,MA,4716430627,2022-11-24,131.28,436870.42,Dr. Kaique Fonseca,Ativa,Invalidez Permanente,69570.634,Auxílio Funeral,2782.82536,Morte Acidental,187840.7118,695706.34
Ian Borges,645.732.019-80,Azevedo,CE,9974256501,2024-12-02,431.55,480803.24,Dra. Luana Aragão,Ativa,Morte Natural,14122.5898,Morte Acidental,17332.2693,Doenças Graves,3209.6795,64193.59
Clara Carvalho,642.091.538-42,Fogaça Alegre,PA,7178212595,2025-04-12,928.37,59751.4,Dra. Natália Monteiro,Ativa,Diária por Incapacidade,37.426666,Morte Natural,41169.3326,Doenças Graves,9356.6665,187133.33
Heitor Araújo,816.705.492-67,Vieira,CE,9876509095,2023-01-24,972.25,167472.21,Bento Machado,Ativa,Morte Natural,113930.2098,Morte Acidental,139823.4393,Invalidez Permanente,51786.459,517864.59
Yasmin Melo,862.937.041-69,Campos,PB,5634667564,2025-08-19,853.98,216426.55,Renan Duarte,Ativa,Diária por Incapacidade,18.743952,Morte Natural,20618.3472,Invalidez Permanente,9371.976,93719.76
Sr. Davi Lucas Correia,594.132.680-70,Castro,PA,6004493501,2024-02-12,568.5,137477.39,Beatriz Pires,Ativa,Morte Acidental,48751.9209,Doenças Graves,9028.1335,Diária por Incapacidade,36.112534,180562.67
Fernando Guerra,290.735.164-80,da Rosa da Serra,RJ,6726343723,2024-09-25,680.89,89875.95,João Miguel da Cunha,Ativa,Morte Acidental,39785.6016,Auxílio Funeral,589.41632,Invalidez Permanente,14735.408,147354.08
Lunna Ferreira,986.542.703-65,Rios,PE,83110806,2023-07-02,780.73,425736.25,Léo Vieira,Suspensa,Invalidez Permanente,76315.706,Morte Acidental,206052.4062,Morte Natural,167894.5532,763157.06
Maria Flor Barbosa,831.792.065-86,da Cruz,SE,479039083,2022-12-13,520.92,19474.48,Maria Julia Costela,Ativa,Doenças Graves,4606.189,Invalidez Permanente,9212.378,Morte Acidental,24873.4206,92123.78
João Siqueira,083.159.426-89,Camargo,AP,2842105900,2025-08-25,416.89,72070.17,Bernardo Pires,Ativa,Morte Acidental,175715.3682,Auxílio Funeral,2603.19064,Invalidez Permanente,65079.766,650797.66
Dra. Manuela Cardoso,192.630.587-68,da Luz do Norte,DF,5774495491,2023-06-19,588.07,337329.81,Nicolas Gomes,Ativa,Diária por Incapacidade,143.147056,Doenças Graves,35786.764,Morte Natural,157461.7616,715735.28
Augusto Rezende,509.126.384-51,Vargas,DF,8007747351,2025-09-15,978.19,132449.32,Matheus Rezende,Cancelada,Doenças Graves,25070.0105,Diária por Incapacidade,100.280042,Morte Natural,110308.0462,501400.21
Sra. Isabella Sampaio,543.186.027-53,Almeida,RJ,3157472860,2023-03-03,861.45,261058.74,Kaique Lopes,Ativa,Auxílio Funeral,642.92444,Doenças Graves,8036.5555,Diária por Incapacidade,32.146222,160731.11
Clarice Azevedo,724.859.163-73,Monteiro Alegre,PI,9000644577,2024-05-18,896.87,466749.37,Sr. Davi Luiz Carvalho,Suspensa,Diária por Incapacidade,109.63105,Morte Acidental,148001.9175,Auxílio Funeral,2192.621,548155.25
Gustavo Henrique Ramos,160.973.245-61,Porto de Minas,PE,4306440772,2023-10-12,807.66,476377.07,Sofia Pires,Ativa,Invalidez Permanente,58472.509,Diária por Incapacidade,116.945018,Auxílio Funeral,2338.90036,584725.09
Vinicius Pastor,261.985.734-19,Viana,AC,8637675365,2025-09-01,485.69,212377.2,Mariane Martins,Ativa,Morte Acidental,215299.5255,Morte Natural,175429.243,Doenças Graves,39870.2825,797405.65
Stella da Mota,629.835.410-70,da Cruz,SE,3230701464,2022-11-23,842.01,377075.41,Sr. Guilherme Alves,Ativa,Invalidez Permanente,9809.635,Morte Natural,21581.197,Morte Acidental,26486.0145,98096.35
Ísis Peixoto,394.702.168-22,Aparecida do Norte,RN,7420235809,2024-02-25,141.39,49746.52,Marcos Vinicius Pereira,Cancelada,Invalidez Permanente,13865.826,Doenças Graves,6932.913,Auxílio Funeral,554.63304,138658.26
João da Conceição,593.471.026-52,Andrade,RJ,2042874967,2023-06-19,463.86,383981.29,Juliana Pastor,Cancelada,Morte Natural,39282.1792,Morte Acidental,48209.9472,Invalidez Permanente,17855.536,178555.36
Sra. Alícia Moreira,507.461.382-53,Dias,AM,6137639841,2025-07-12,810.4,387245.53,Ian Marques,Ativa,Invalidez Permanente,93108.626,Auxílio Funeral,3724.34504,Morte Natural,204838.9772,931086.26
Lucas Pimenta,945.382.706-10,Moraes do Norte,AM,4957589383,2023-06-04,406.44,43973.11,Sr. Matheus Lima,Ativa,Morte Acidental,180056.7927,Diária por Incapacidade,133.375402,Doenças Graves,33343.8505,666877.01
Srta. Catarina Sales,365.219.807-77,Martins,CE,6724370919,2025-08-04,645.5,326590.98,Davi Lucca Fernandes,Ativa,Auxílio Funeral,459.47952,Doenças Graves,5743.494,Diária por Incapacidade,22.973976,114869.88
Luiz Felipe Cavalcanti,896.123.054-98,Pereira,SC,97453024,2024-07-09,947.59,486857.89,Isis Montenegro,Suspensa,Morte Acidental,53431.758,Auxílio Funeral,791.5816,Doenças Graves,9894.77,197895.4
Sabrina da Mata,345.967.218-82,Dias,MG,2424842227,2025-05-28,904.74,200643.57,Maria Eduarda Pires,Ativa,Morte Acidental,20909.6667,Doenças Graves,3872.1605,Invalidez Permanente,7744.321,77443.21
Ana Lívia Cavalcanti,379.245.810-14,Aparecida Alegre,TO,6096070454,2025-05-24,413.72,452460.75,Srta. Gabriela Monteiro,Ativa,Morte Natural,12452.9768,Doenças Graves,2830.222,Auxílio Funeral,226.41776,56604.44
Sr. Luiz Otávio Rios,843.217.095-04,Peixoto de Freitas,BA,356764068,2023-09-14,874.03,428661.15,Beatriz Nogueira,Ativa,Doenças Graves,4256.9495,Invalidez Permanente,8513.899,Morte Acidental,22987.5273,85138.99
Sr. Apollo Moraes,567.492.801-02,Pimenta de Moura,RN,7942627698,2023-07-05,568.35,161074.5,Mirella Cardoso,Ativa,Invalidez Permanente,15269.712,Doenças Graves,7634.856,Morte Acidental,41228.2224,152697.12
Arthur da Cunha,130.796.458-39,Araújo dos Dourados,PB,6336843604,2024-07-24,876.75,375327.03,Ana Sophia Pinto,Ativa,Diária por Incapacidade,18.106742,Morte Acidental,24444.1017,Auxílio Funeral,362.13484,90533.71
Otto Lopes,749.038.126-69,Oliveira da Prata,AL,8116436486,2023-10-31,632.56,413544.2,Davi Lucca Carvalho,Ativa,Auxílio Funeral,351.2784,Morte Natural,19320.312,Morte Acidental,23711.292,87819.6
Sr. Vicente Rodrigues,895.217.064-49,da Mota,TO,8310692903,2023-10-16,789.8,153299.99,Antony Pinto,Ativa,Diária por Incapacidade,28.452758,Doenças Graves,7113.1895,Morte Acidental,38411.2233,142263.79
Mathias Ramos,236.819.470-31,Ferreira,MT,8363946298,2025-04-06,861.17,479656.22,João Vitor Peixoto,Ativa,Morte Natural,16958.9112,Diária por Incapacidade,15.417192,Doenças Graves,3854.298,77085.96
Ana Vitória Rodrigues,415.073.892-05,da Luz da Mata,DF,7231588849,2023-06-22,871.93,297968.43,Joana Fogaça,Ativa,Invalidez Permanente,8244.769,Diária por Incapacidade,16.489538,Doenças Graves,4122.3845,82447.69
Henry Gabriel Alves,354.967.281-00,Lima de Rodrigues,MT,3063903625,2023-03-15,695.42,490079.5,Marcela Guerra,Ativa,Morte Natural,18209.1932,Diária por Incapacidade,16.553812,Morte Acidental,22347.6462,82769.06
Luiza Siqueira,593.126.407-80,da Paz,PE,6842542676,2024-06-15,869.96,341787.07,Yuri Abreu,Ativa,Doenças Graves,8036.589,Invalidez Permanente,16073.178,Morte Acidental,43397.5806,160731.78
Maria das Neves,407.831.926-22,da Conceição,AL,3013363950,2024-01-01,164.59,114630.86,Dr. Benjamin Andrade,Ativa,Morte Natural,21501.4074,Morte Acidental,26388.0909,Auxílio Funeral,390.93468,97733.67
Isabel Porto,307.921.468-40,Camargo do Sul,PE,4661791221,2024-08-07,381.24,289965.32,Dr. João Guilherme da Mata,Ativa,Doenças Graves,8925.338,Morte Acidental,48196.8252,Invalidez Permanente,17850.676,178506.76
Kevin Sales,914.286.053-98,Pires,MT,7356369947,2024-06-07,178.12,67540.27,Giovanna Cirino,Ativa,Diária por Incapacidade,24.001092,Auxílio Funeral,480.02184,Morte Acidental,32401.4742,120005.46
Helena Pimenta,350.719.642-52,Costela da Serra,SE,9122869145,2022-11-25,347.92,131684.72,Heloísa Novais,Ativa,Doenças Graves,4351.33,Diária por Incapacidade,17.40532,Invalidez Permanente,8702.66,87026.6
Lavínia Oliveira,951.684.372-73,Nunes de Garcia,SE,4919279298,2023-10-19,134.91,259267.66,Vinícius Pinto,Ativa,Invalidez Permanente,5349.397,Morte Acidental,14443.3719,Doenças Graves,2674.6985,53493.97
Benjamim Almeida,985.701.243-41,da Rosa da Serra,AP,2892307084,2023-12-13,248.7,181419.19,Luiz Gustavo Castro,Ativa,Diária por Incapacidade,25.557924,Morte Acidental,34503.1974,Invalidez Permanente,12778.962,127789.62
Dra. Hellena Lopes,782.410.369-22,Sampaio,RO,2606559759,2024-07-18,182.17,131352.15,Lucas Gabriel Barbosa,Ativa,Morte Acidental,13595.3748,Morte Natural,11077.7128,Invalidez Permanente,5035.324,50353.24
Maria Vitória Rios,658.023.417-26,Albuquerque,ES,9367586308,2023-04-22,618.63,445078.8,Rhavi Leão,Suspensa,Auxílio Funeral,2930.4762,Doenças Graves,36630.9525,Invalidez Permanente,73261.905,732619.05
Sra. Gabriela Souza,745.638.129-19,Rocha das Flores,AM,1282844641,2025-07-30,398.34,116211.15,Henry Gabriel Pereira,Ativa,Invalidez Permanente,10105.01,Morte Acidental,27283.527,Diária por Incapacidade,20.21002,101050.1
Ana Luiza Moreira,539.214.078-50,Aparecida,RO,4956447135,2024-09-24,374.89,103664.01,Luiz Otávio Albuquerque,Ativa,Morte Natural,201643.0262,Doenças Graves,45827.9605,Invalidez Permanente,91655.921,916559.21
Eloá Campos,439.672.850-65,Dias de Montenegro,DF,5699830718,2025-07-09,960.39,29305.27,João Miguel Rezende,Ativa,Doenças Graves,33699.5315,Morte Natural,148277.9386,Auxílio Funeral,2695.96252,673990.63
Ravi Costela,172.359.864-09,Lopes,SC,7278301313,2023-09-26,746.07,409092.47,Rebeca Aragão,Suspensa,Diária por Incapacidade,16.485676,Invalidez Permanente,8242.838,Auxílio Funeral,329.71352,82428.38
Dra. Laura Campos,794.136.208-22,Guerra,RO,9917601098,2025-01-21,517.03,415366.17,Sr. Yuri Costela,Ativa,Auxílio Funeral,447.77264,Diária por Incapacidade,22.388632,Morte Acidental,30224.6532,111943.16
Amanda Pereira,573.469.810-57,da Cunha da Prata,SP,6583662801,2023-12-27,497.88,28312.07,Anthony Gabriel da Conceição,Ativa,Diária por Incapacidade,31.622414,Invalidez Permanente,15811.207,Doenças Graves,7905.6035,158112.07
Melina Rios,216.408.579-58,Monteiro das Flores,TO,6553845725,2025-04-02,226.49,430254.78,Gabriela Castro,Ativa,Auxílio Funeral,2163.69652,Morte Acidental,146049.5151,Doenças Graves,27046.2065,540924.13
