nome_segurado,tipo_sinistro,nome_beneficiario,valor_sinistro,quem_forma_beneficiados,status_seguro,regiao_sinistro
Mariana da Rosa,Doença Grave,Dante Gonçalves,12497.81,Thomas Garcia,Negado,da Cruz da Serra
Luiz Fernando Sales,Morte Acidental,André Cassiano,88183.88,Arthur Miguel Fernandes,Negado,Casa Grande
Murilo Pereira,Morte Acidental,Camila Monteiro,33630.96,Pedro Mendes,Em análise,Jesus Paulista
Pedro Macedo,Doença Grave,Laís da Conceição,99814.73,Luana Costela,Em análise,Rezende
Yan Novaes,Morte Acidental,Stella Nascimento,13570.44,Dra. Sophia da Mata,Em análise,Melo
Raquel das Neves,Doença Grave,Thales Gomes,56725.22,Maria Laura Barbosa,Negado,Silva
Vinícius Ferreira,Invalidez Permanente,Mathias da Paz,15552.88,Dr. Gael Henrique Barros,Negado,Albuquerque Alegre
Danilo Fonseca,Invalidez Permanente,Vitor Gabriel Dias,271294.0,Dr. Luigi Melo,Pago,Carvalho de Caldeira
Sr. Mateus Pinto,Doença Grave,Ayla Albuquerque,53732.65,Davi Luiz Cardoso,Negado,Monteiro
Dra. Aurora Nascimento,Invalidez Permanente,Sr. Joaquim Leão,38347.8,Sophie da Paz,Negado,Fonseca
Esther Moraes,Doença Grave,Dr. Enzo Castro,62799.36,Sra. Nina Pereira,Pago,Teixeira das Flores
Luiz Miguel Souza,Morte Acidental,Pedro Lucas Martins,90811.1,Isabelly Rocha,Em análise,Mendonça
Dr. Dante Vasconcelos,Morte Acidental,Elisa Casa Grande,354190.66,Emanuelly da Luz,Pago,da Paz
Hadassa Cavalcanti,Morte Acidental,Sr. Matteo Sampaio,13369.09,Srta. Yasmin Guerra,Pago,Garcia de Minas
Murilo da Rosa,Morte Acidental,Yago Câmara,74204.51,Stella da Mota,Negado,Sá do Campo
Gabrielly Vargas,Morte Acidental,Larissa Pires,204255.61,Dr. Thiago Dias,Pago,Melo de Lopes
Srta. Luara Pereira,Morte Acidental,Agatha Costela,14984.63,Ágatha Farias,Pago,Aragão do Amparo
Daniel da Conceição,Doença Grave,Kamilly Cunha,99633.41,Ravi Lucca Macedo,Pago,Viana
Eduarda Moura,Morte Acidental,Aurora Casa Grande,51117.23,Olívia Monteiro,Negado,Barbosa
Maria Julia Duarte,Invalidez Permanente,Bella Jesus,95694.93,Isabelly Camargo,Em análise,da Rosa de Goiás
Dra. Lavínia Cirino,Auxílio Funeral,Luiz Henrique Guerra,85705.17,Yasmin Costela,Em análise,Caldeira
Sabrina Cirino,Morte Acidental,Ana da Costa,68451.73,Lunna Rios,Em análise,da Rosa de Araújo
Maria Eduarda Castro,Morte Acidental,Marcelo Correia,236810.89,Gael Henrique Ferreira,Pago,Silva de Carvalho
Liam da Luz,Morte Acidental,Henry Gabriel Sales,95851.5,Srta. Giovanna Cassiano,Pago,Costela do Oeste
Maria Fernanda da Paz,Morte Acidental,Olivia Sales,459526.25,Dra. Ana Liz Martins,Em análise,Pires
Antonella Freitas,Morte Acidental,Sr. Carlos Eduardo Andrade,354431.27,Luna Pinto,Negado,Cassiano
Raul Sá,Doença Grave,Sophia Castro,53086.52,João Lucas Vargas,Negado,Albuquerque
Ayla Rodrigues,Morte Acidental,Enzo Pinto,54407.1,Leonardo Oliveira,Em análise,Vieira das Flores
Alexia Alves,Doença Grave,Samuel Lopes,38981.95,Davi Luiz Santos,Negado,Cavalcanti da Mata
Ágatha Dias,Auxílio Funeral,Enzo Sales,35819.07,João Pereira,Pago,Vieira do Oeste
Isabella Farias,Invalidez Permanente,Benjamin Peixoto,414424.01,Maria Luiza Castro,Em análise,Nunes
Ravi Lucca Montenegro,Morte Acidental,Bella Sales,30598.25,Caroline Rios,Em análise,Brito
Ravi Lucca da Rocha,Morte Acidental,Rebeca Teixeira,80389.97,Alexia Cirino,Pago,Albuquerque
Emilly Borges,Morte Acidental,Heitor Leão,41176.21,Emanuel Borges,Em análise,Sá
Ian Pires,Auxílio Funeral,Dra. Sabrina Moura,342714.54,Laís Cassiano,Negado,Siqueira de das Neves
Sra. Maysa da Mota,Morte Acidental,Yasmin da Mata,36617.08,Pietra Moraes,Pago,Rios
Sra. Sophia Borges,Invalidez Permanente,Carolina Cunha,292822.71,Vinicius Casa Grande,Negado,Pacheco dos Dourados
Benício Mendes,Auxílio Funeral,Noah Rezende,28178.78,Brenda Sousa,Em análise,Castro
Léo Vargas,Doença Grave,Paulo da Mata,92030.65,Paulo da Rocha,Negado,Brito do Campo
Dr. Valentim da Mota,Morte Acidental,João Pedro Almeida,82835.45,Catarina Farias,Negado,da Luz Paulista
Erick Lima,Morte Acidental,Kamilly Aparecida,74851.5,Luna Montenegro,Em análise,Rios Paulista
Ágatha Vasconcelos,Auxílio Funeral,Cauã Martins,11817.47,Ayla Camargo,Negado,Souza do Oeste
Pedro Lucas Albuquerque,Auxílio Funeral,Theodoro Cassiano,87358.14,Luiz Felipe Lopes,Pago,Lima
Matheus Viana,Morte Acidental,Yago Oliveira,49579.32,Anthony Rodrigues,Negado,Machado
Heloisa Camargo,Morte Acidental,Manuela Lima,28274.29,Lorena Borges,Pago,Costa
Heloísa Fernandes,Morte Acidental,Vitor Hugo Fogaça,52176.08,Kaique Fernandes,Em análise,da Cruz
Antônio Andrade,Morte Acidental,Manuela Almeida,51585.87,Sra. Isabel Rezende,Em análise,Melo
Sophie Ramos,Auxílio Funeral,Lunna Freitas,46351.69,Bella Oliveira,Negado,Cassiano
Milena Marques,Morte Acidental,Mirella Novaes,235651.63,Lorenzo Lopes,Negado,Melo de Cirino
Allana Rezende,Morte Acidental,Benjamin Casa Grande,78092.2,Cauê da Mata,Pago,da Conceição
Daniel Rodrigues,Morte Acidental,Sabrina Camargo,95778.44,Asafe Cunha,Pago,Sousa das Flores
Ana Luiza Vasconcelos,Invalidez Permanente,Luana Farias,20951.1,Sr. Lucas Gabriel Gomes,Pago,Araújo do Norte
Sr. João Miguel Marques,Invalidez Permanente,Vitória Melo,87179.61,Ana Liz da Rocha,Em análise,Pacheco
Sr. Oliver Cunha,Invalidez Permanente,Yan Brito,27629.7,Isabella Lopes,Em análise,da Mata do Amparo
Vinícius Nunes,Doença Grave,Valentina Barbosa,283949.92,João Vitor Caldeira,Em análise,Teixeira
Vitor da Mota,Morte Acidental,Vitor Hugo Teixeira,29316.86,Gabriela Pimenta,Negado,Sousa de Goiás
Asafe Monteiro,Morte Acidental,Yuri Machado,89002.86,Dr. Arthur Gabriel Machado,Negado,Freitas
Matteo Pereira,Invalidez Permanente,Guilherme da Costa,218846.27,Anthony Moura,Pago,Freitas
Jade Abreu,Morte Acidental,Lucas Moura,71256.48,Dr. José Miguel Alves,Pago,Correia do Norte
Letícia Barros,Morte Acidental,Dr. Luiz Henrique Guerra,21946.96,Ana Júlia Guerra,Pago,Cavalcante do Oeste
Jade Carvalho,Morte Acidental,Maria Vitória Ribeiro,95507.52,Dante Carvalho,Em análise,Freitas dos Dourados
Eloah Caldeira,Morte Acidental,Gustavo Henrique Sousa,28430.71,Sr. Benício Mendonça,Em análise,Fernandes de Siqueira
Cecília Melo,Morte Acidental,Sofia Pimenta,419934.5,Cecilia Moraes,Pago,Monteiro
Stephany Cunha,Doença Grave,Sr. José Pedro Mendes,38618.05,Srta. Julia Almeida,Em análise,Albuquerque
Juan Moreira,Doença Grave,Gabriela Oliveira,84828.74,Oliver Camargo,Negado,Fogaça das Flores
Dr. Raul da Rosa,Auxílio Funeral,Dra. Kamilly Siqueira,56889.66,Sr. Yago Carvalho,Em análise,Melo da Mata
Alana Costa,Morte Acidental,Ana Novais,27227.0,Sr. Vitor Cavalcante,Pago,Gonçalves
Sr. Anthony Rocha,Morte Acidental,Esther Sales,371329.94,Francisco Martins,Em análise,Barros
Emanuella Mendonça,Morte Acidental,Allana Gomes,28721.96,Cauã Nunes,Pago,Novais de Macedo
Clara da Cunha,Auxílio Funeral,Maria Helena Casa Grande,360380.05,Théo Câmara,Negado,Santos Grande
Diego Carvalho,Morte Acidental,Sabrina Vieira,31022.4,Henrique Caldeira,Negado,Aparecida
Benjamin Lopes,Auxílio Funeral,Luna Cirino,13324.19,Leandro Montenegro,Em análise,da Luz
Olivia Pastor,Morte Acidental,Thiago Freitas,95444.05,Cecília Aparecida,Em análise,da Paz
Sr. Thiago Vieira,Morte Acidental,Ana Carolina Garcia,17632.51,Luiz Henrique Brito,Negado,Castro
Aurora Moreira,Morte Acidental,Apollo Pires,37449.07,Mirella Caldeira,Negado,da Cunha do Sul
Agatha Macedo,Auxílio Funeral,Ana Vitória Montenegro,364727.78,Pedro Lucas Silveira,Negado,Pacheco
Levi Correia,Morte Acidental,Marcela Silveira,288183.4,Olívia Cunha,Em análise,Pereira do Sul
Zoe Sousa,Auxílio Funeral,Luiz Gustavo da Mata,215296.14,Bárbara Mendonça,Pago,Sousa
Isabel Silva,Morte Acidental,Apollo Vieira,398915.21,Ryan Viana,Pago,Nogueira do Sul
Mariah Costela,Morte Acidental,Sr. Danilo Vasconcelos,72746.92,Dra. Bárbara Sá,Em análise,da Cruz Alegre
Miguel Ribeiro,Morte Acidental,Maria Fernanda Fernandes,23399.69,Dra. Laís das Neves,Pago,da Rosa Alegre
Maria Luiza Gomes,Morte Acidental,Thiago Costa,73969.19,Davi Lucas Leão,Em análise,Ferreira
Dr. Lucas Gabriel Nunes,Morte Acidental,Marcos Vinicius Macedo,92834.11,Isabelly Macedo,Em análise,Moraes Verde
Léo Rocha,Morte Acidental,Maria Luísa das Neves,94052.43,Mathias Sales,Pago,Monteiro Grande
Ester Pinto,Morte Acidental,Luiza Marques,394572.18,Bruna Lima,Negado,Cassiano de Moreira
Luan Caldeira,Morte Acidental,Lívia da Paz,88472.96,Marcela Pastor,Em análise,Nogueira
Luiz Fernando Cassiano,Auxílio Funeral,Stephany Alves,78393.3,Gustavo Henrique Garcia,Pago,Mendes Paulista
Júlia Ferreira,Morte Acidental,Diego Borges,266641.82,Nathan Cunha,Em análise,Oliveira Alegre
Ana Vitória da Paz,Auxílio Funeral,Gustavo Novaes,48519.37,Yan Caldeira,Em análise,Mendes
Davi Aragão,Invalidez Permanente,Rael Vasconcelos,14234.02,Ayla Campos,Pago,Araújo
Dr. Ravi Alves,Auxílio Funeral,Sr. Heitor Ramos,215567.48,Dra. Lavínia da Conceição,Pago,Sales
Davi Lucas Novais,Morte Acidental,Ravy Carvalho,90246.02,Carlos Eduardo Moura,Em análise,Rocha
Luara Cassiano,Morte Acidental,Sra. Luiza Mendes,65779.26,Maria Julia Jesus,Negado,Pimenta
Sra. Alexia Farias,Morte Acidental,Srta. Clara Albuquerque,46899.26,Dra. Maria Alice Moura,Em análise,das Neves
Sr. Benicio Rodrigues,Invalidez Permanente,Nicole da Conceição,68383.08,Renan Pires,Pago,Lopes
Sr. Vinicius Borges,Invalidez Permanente,Vicente Fogaça,48425.13,Enrico Souza,Em análise,da Paz
Liam Azevedo,Invalidez Permanente,Mariana Freitas,286809.75,Isaac da Cruz,Negado,Mendes do Amparo
Pedro Henrique Cirino,Morte Acidental,Antony da Cruz,255288.53,Larissa da Conceição,Negado,Sales da Praia
Stella Barbosa,Auxílio Funeral,Ana Lívia da Costa,70750.28,Vinícius Leão,Negado,Moreira
Jade Costa,Morte Acidental,Pedro Mendes,11380.5,Evelyn Moreira,Pago,Rodrigues
Danilo Carvalho,Morte Acidental,Sr. Mathias Carvalho,17609.17,Gael Henrique Novais,Negado,Sampaio Alegre
Srta. Nina Cirino,Auxílio Funeral,Mathias Cirino,64948.79,Antonella Sampaio,Pago,Nascimento
Theodoro Ramos,Morte Acidental,Davi Lucca Costela,305109.39,Felipe Albuquerque,Em análise,Rodrigues
Luiz Miguel da Cruz,Doença Grave,Otávio Vargas,67302.72,Srta. Emanuella Albuquerque,Pago,Sampaio do Sul
Oliver Camargo,Auxílio Funeral,Milena Rocha,14698.54,Bryan Garcia,Negado,Souza do Sul
Srta. Pietra Cavalcante,Doença Grave,Benicio Fernandes,49076.2,Ravy Mendonça,Negado,Cassiano de Cassiano
Gael Henrique Pires,Morte Acidental,Clara da Rosa,306438.39,Davi Lucas Brito,Em análise,Jesus
Sr. Henry Freitas,Doença Grave,Ana Lívia Cassiano,21087.15,Enzo da Rosa,Pago,Ferreira
Agatha da Mata,Morte Acidental,Mirella Pacheco,271218.39,Sra. Stephany Barros,Em análise,Brito do Sul
Henry Gabriel da Cruz,Doença Grave,Leonardo Barros,14861.85,Lunna Abreu,Em análise,Souza
Lucas Gabriel das Neves,Morte Acidental,Ana Cavalcanti,471514.74,Srta. Anna Liz Macedo,Negado,Borges do Sul
Dr. Ian Rezende,Auxílio Funeral,Kevin Azevedo,32085.19,Yago Aragão,Negado,Castro de da Mota
Dr. Nicolas Martins,Auxílio Funeral,Pietra Oliveira,31880.55,Bernardo Moreira,Negado,Pastor da Mata
Ravi Cunha,Morte Acidental,Bárbara Vargas,13440.46,Benjamim Carvalho,Negado,Cavalcanti Grande
Samuel Ferreira,Morte Acidental,Dra. Alexia Lopes,66821.2,Luara Garcia,Em análise,Cavalcanti das Pedras
Brenda Nascimento,Doença Grave,Dra. Mirella Andrade,82880.1,Sr. Matheus Novais,Em análise,Siqueira
Maria Flor Castro,Morte Acidental,Antony Machado,248539.25,Fernanda Aparecida,Em análise,da Mota
Nicolas Montenegro,Morte Acidental,Nicole Gonçalves,260981.66,Rhavi Pimenta,Pago,Freitas da Praia
Maria Isis da Rosa,Doença Grave,Oliver Lima,43526.01,Dr. Marcelo Macedo,Pago,Pimenta do Campo
Maria Isis Oliveira,Invalidez Permanente,Ester Fonseca,59741.65,Letícia Pimenta,Pago,Pimenta
Bella da Conceição,Morte Acidental,Oliver Viana,19979.42,Rael Fonseca,Pago,Camargo
Vitor Gabriel da Luz,Auxílio Funeral,Brayan Novaes,37111.31,Ana Ferreira,Pago,Borges do Norte
Emanuel Aparecida,Auxílio Funeral,Luan Ferreira,69896.09,Otto Rodrigues,Pago,Campos de Minas
João Guilherme Lopes,Morte Acidental,Thomas Pinto,96476.03,Sr. Eduardo Vieira,Pago,Pimenta
Sra. Camila Lima,Auxílio Funeral,Antony Nogueira,75923.96,Luísa Andrade,Negado,Casa Grande do Galho
Otto Pastor,Morte Acidental,Francisco Sampaio,306618.29,Kamilly Abreu,Negado,Mendes
Sr. Gabriel Nunes,Doença Grave,Bella Melo,11970.68,Emanuel Araújo,Pago,Montenegro
Srta. Luiza Mendes,Morte Acidental,Maria Julia Borges,88162.42,Maria Laura Nunes,Negado,da Costa de Novaes
Dra. Lívia Brito,Doença Grave,Oliver Rios,89049.36,Lívia da Mota,Pago,Guerra de Goiás
Jade Nunes,Morte Acidental,Liz Sampaio,28150.4,Dr. Théo Teixeira,Pago,Mendes
Stephany Vieira,Auxílio Funeral,Matteo Cardoso,81638.89,Srta. Jade Sousa,Negado,Moraes
Pedro Silva,Invalidez Permanente,Vinícius Sousa,21658.54,Ana Laura Vasconcelos,Em análise,Guerra
Luana da Paz,Doença Grave,Davi Miguel Rios,58844.66,Hellena Marques,Pago,Duarte dos Dourados
João Garcia,Morte Acidental,Nina Correia,281270.44,José Pedro Almeida,Em análise,Aparecida
Maria Flor Fonseca,Doença Grave,Pietro Fonseca,57341.79,Dr. Otávio da Mata,Pago,Rocha de Montenegro
Julia Camargo,Morte Acidental,Diogo Gomes,269179.86,Gustavo Rios,Em análise,Viana de Carvalho
Liz Aragão,Morte Acidental,Benício Santos,24061.71,Isaque Rocha,Pago,Silva
Olivia Caldeira,Morte Acidental,Henry Aragão,21299.84,Paulo Peixoto,Em análise,Costela das Pedras
Mathias Silveira,Invalidez Permanente,João Pastor,372446.68,Liz Sousa,Negado,Silveira de Câmara
Luan Moura,Auxílio Funeral,Maria Sophia Cardoso,95109.9,Noah Sá,Negado,Fonseca
Raquel da Rosa,Morte Acidental,Mariane Jesus,11685.56,Sr. Thomas Pastor,Negado,Marques Paulista
Daniela Melo,Morte Acidental,Aurora Santos,42998.66,Ana Julia Casa Grande,Pago,Moreira do Oeste
Kamilly Aragão,Morte Acidental,Vicente Monteiro,38494.63,Sr. Josué Fonseca,Em análise,Caldeira
Arthur Gabriel Rodrigues,Doença Grave,Théo Caldeira,76727.43,Vitória Fogaça,Em análise,Borges
Vitor Hugo Garcia,Doença Grave,Evelyn Machado,270432.96,Maria Isis Cardoso,Em análise,Câmara
Luiz Fernando Vieira,Doença Grave,Pedro Henrique Mendes,52821.76,Sr. Benjamim Monteiro,Negado,Novais Grande
Sr. Diego da Rocha,Morte Acidental,Ana Liz Porto,91092.59,Sofia Nascimento,Negado,Pereira
Dra. Isadora Dias,Morte Acidental,Melissa Moraes,457840.03,Sr. Alexandre das Neves,Em análise,Melo da Mata
Enzo Gabriel Santos,Auxílio Funeral,Thomas Siqueira,82989.63,Raul Pires,Negado,Moura
Stephany Camargo,Invalidez Permanente,Paulo Farias,28495.59,Bento Vieira,Em análise,Fonseca de Goiás
Cauê Ribeiro,Morte Acidental,Vicente Sá,99324.5,Anthony Rodrigues,Negado,Rocha
Luiz Fernando Lima,Invalidez Permanente,Danilo Porto,40982.01,Emanuelly Castro,Em análise,Lima
Yasmin Correia,Invalidez Permanente,Raul Correia,86847.36,Fernanda Novais,Negado,Moura
Carolina Santos,Morte Acidental,Dr. Luiz Fernando Farias,279393.26,Sra. Melina Caldeira,Pago,Nascimento
Henrique Duarte,Morte Acidental,Srta. Lívia Duarte,410027.45,Luiz Fernando Rios,Em análise,Sampaio das Flores
Evelyn Mendes,Morte Acidental,Sabrina Jesus,475422.53,Samuel Lopes,Negado,Sá
Luiz Otávio Melo,Doença Grave,Sr. Miguel das Neves,70305.85,Caroline da Conceição,Pago,Oliveira
Renan da Rocha,Invalidez Permanente,Aylla Freitas,19464.6,Luna Dias,Negado,Macedo
Oliver Cunha,Invalidez Permanente,Gabrielly Vargas,30232.85,Gabriela Cunha,Em análise,Araújo de Costela
Sr. Otto Pereira,Morte Acidental,Pietra Caldeira,64585.61,Pietra Albuquerque,Negado,Sampaio
Srta. Maya da Paz,Morte Acidental,Gabriel Vieira,81101.64,Henry Rodrigues,Pago,Casa Grande
Murilo Melo,Doença Grave,Bernardo Costa,211610.85,Rebeca Rezende,Em análise,Costa de Ribeiro
Cecilia Novaes,Morte Acidental,Thales Mendes,60649.56,Emilly Cunha,Em análise,Melo Alegre
Isadora Caldeira,Invalidez Permanente,Dr. João Pedro da Rocha,32614.66,Maria Eduarda da Rocha,Pago,Pires das Pedras
Isabelly Oliveira,Auxílio Funeral,Luiz Miguel Vasconcelos,468952.0,Dr. Bento Porto,Em análise,Fernandes
Luiz Gustavo Campos,Invalidez Permanente,Liam Rezende,28666.86,Lucas Gabriel das Neves,Em análise,da Cruz Alegre
Arthur Gabriel Moura,Auxílio Funeral,Carlos Eduardo Cassiano,49223.04,Ana Luiza Freitas,Em análise,Peixoto
Cauê Melo,Morte Acidental,Manuella Carvalho,92932.22,Isis Pimenta,Negado,da Rosa do Campo
Milena da Rosa,Morte Acidental,Ana Beatriz Lopes,388872.36,João Pedro Barros,Negado,Novais de Siqueira
Lorenzo Nogueira,Invalidez Permanente,Raquel Alves,19416.25,Maria Alice Novaes,Em análise,Barbosa Verde
Maysa Rocha,Invalidez Permanente,Gael Camargo,79928.28,Gael Henrique Camargo,Negado,Campos Paulista
Isadora Vieira,Morte Acidental,Daniela da Luz,39894.09,Eloah Costela,Negado,Montenegro do Galho
Giovanna Rodrigues,Auxílio Funeral,Ana Liz Aragão,82793.45,Pietro Cirino,Pago,Barbosa
Miguel Guerra,Invalidez Permanente,Laís da Costa,289375.81,Ryan da Rocha,Em análise,Vieira de Jesus
Bella Borges,Morte Acidental,Heitor Machado,414136.23,Isabel Porto,Pago,Sá de Oliveira
Felipe Montenegro,Invalidez Permanente,Melissa Rezende,45293.4,Leandro Aparecida,Em análise,da Conceição
Asafe Rodrigues,Doença Grave,Luiza Barbosa,16606.65,Ana Luiza Nunes,Pago,Mendonça
Dra. Maria Fernanda Sampaio,Morte Acidental,Luísa Sampaio,255692.04,Bárbara Pinto,Negado,Vargas
Enrico Pires,Auxílio Funeral,Milena Dias,59017.04,Evelyn Albuquerque,Em análise,Martins Paulista
Agatha Sales,Doença Grave,Matheus Sá,78652.87,Maria Cecília Pinto,Em análise,Costa
Carolina da Conceição,Morte Acidental,Davi Miguel Vargas,39656.67,Yago Novaes,Pago,Cavalcanti
Rebeca Costela,Invalidez Permanente,Paulo Pimenta,47844.72,Caleb Casa Grande,Pago,Brito de Nunes
Fernanda Fogaça,Auxílio Funeral,Vitor Correia,486832.05,Dante Campos,Pago,Cardoso
Evelyn Guerra,Morte Acidental,Sr. Matteo Gomes,89719.69,Arthur Gabriel Marques,Negado,Teixeira
Manuela Vasconcelos,Morte Acidental,Esther Rodrigues,412415.29,Henry Fogaça,Em análise,Vasconcelos
Srta. Mariane da Conceição,Morte Acidental,Danilo Costa,62780.36,Nicole Mendes,Pago,Cardoso Verde
Dante da Mata,Auxílio Funeral,Leandro Mendonça,411337.73,Srta. Elisa Campos,Em análise,Lima
Mateus Novais,Morte Acidental,Ana Julia Cavalcante,442879.96,José Oliveira,Negado,da Cruz da Serra
Juliana Ferreira,Invalidez Permanente,Davi Miguel Monteiro,13485.61,Stella Freitas,Negado,Nascimento
Dra. Rebeca Farias,Auxílio Funeral,Dra. Ayla Camargo,372529.96,Bianca Montenegro,Pago,Rodrigues
Sr. Heitor Nascimento,Doença Grave,Breno Brito,71572.49,Dom Cassiano,Negado,Santos
Esther Sampaio,Morte Acidental,Ryan Novaes,391314.56,Dr. Luiz Felipe das Neves,Negado,Castro de Correia
Isadora Camargo,Morte Acidental,Leandro Correia,44268.3,Giovanna Siqueira,Negado,Nascimento Alegre
Ravi Lucca Pimenta,Doença Grave,Pedro Henrique das Neves,98655.44,Dra. Maria Flor Casa Grande,Pago,Machado da Prata
Bryan Mendonça,Doença Grave,Joaquim Sampaio,14190.94,Henry Rocha,Pago,Rodrigues
Sra. Amanda Correia,Morte Acidental,Sr. Heitor Nunes,67552.95,Ravi Lucca Brito,Em análise,Costa do Campo
José Pedro Cavalcante,Morte Acidental,Maria Cassiano,37112.26,Leandro Moraes,Em análise,Dias de Brito
João Vitor Guerra,Doença Grave,Fernando Lima,46408.92,João Vitor Vieira,Negado,Cardoso
Paulo Martins,Morte Acidental,Sophie Silva,66895.29,Clarice Pereira,Negado,Correia
Pietra Viana,Doença Grave,Arthur Miguel Pimenta,37808.85,Hadassa Gomes,Em análise,Rezende do Oeste
Sr. Pedro Novais,Invalidez Permanente,Benjamin Melo,78457.35,Dra. Isabela Brito,Pago,Novaes das Flores
Cauã Leão,Morte Acidental,Danilo Araújo,73551.74,Bernardo da Mata,Negado,da Mata
Enzo Gabriel Pastor,Morte Acidental,Ian Araújo,46669.15,Rafael Vargas,Negado,Rezende
Henry Gabriel Nascimento,Invalidez Permanente,Luiz Fernando Oliveira,95041.48,Dr. Benjamin Rocha,Pago,Aragão
Sr. Théo Melo,Morte Acidental,Sra. Lavínia da Rosa,95427.4,Bryan Correia,Pago,da Paz do Galho
Srta. Isadora Ribeiro,Morte Acidental,Emilly Silva,13036.64,Joana Freitas,Pago,Vieira
Joana Pastor,Morte Acidental,Theodoro Montenegro,20651.63,Maria Alice Cirino,Em análise,Pastor do Galho
Thomas Abreu,Invalidez Permanente,Mirella da Conceição,77869.13,Bárbara Campos,Pago,Garcia Verde
Maitê Câmara,Invalidez Permanente,Guilherme Novais,57685.39,Daniel Cardoso,Pago,Pires
Valentim da Luz,Morte Acidental,Sra. Ana Liz Novais,89099.31,Pedro Lucas Guerra,Pago,Lopes
Luiz Miguel da Cruz,Morte Acidental,Ana Sophia Fernandes,56909.27,Júlia Pires,Pago,Garcia do Norte
Aylla Sales,Doença Grave,Sarah Sá,33285.8,Sra. Lívia da Rocha,Pago,Nascimento das Pedras
