nome_contratante,nr_documento_contratante,cidade_contratante,estado_contratante,numero_apolice,data_contratacao,valor_pagamento,valor_premio,nome_beneficiario,status_apolice,Cobertura1,Valor Cob 1,Cobertura2,Valor Cob 2,Cobertura3,Valor Cob 3,capital_segurado
Bella Alves,982.365.041-15,Jesus do Oeste,RJ,1569266876,2022-11-26,221.04,443845.17,Srta. Maria Fernanda Oliveira,Ativa,Invalidez Permanente,7173.19,Diá­ria por Incapacidade,14.35,Doenças Graves,3586.60,71731.93
Juliana Ribeiro,634.071.925-25,Correia do Amparo,RS,8317163570,2024-02-08,312.51,383347.16,Jade Mendes,Suspensa,Morte Natural,34460.96,Diá­ria por Incapacidade,31.33,Auxílio Funeral,626.56,156640.71
Sra. Milena Moraes,613.589.720-95,da Cruz de Rodrigues,MA,4196393985,2023-04-15,480.57,170113.43,Sra. Emanuelly Caldeira,Cancelada,Morte Natural,33644.67,Diá­ria por Incapacidade,30.59,Morte Acidental,41291.19,152930.32
Vitor Gabriel Teixeira,301.629.574-16,Vargas Paulista,CE,1139198387,2024-03-17,481.12,293582.30,Dra. Giovanna Pastor,Ativa,Invalidez Permanente,18808.55,Morte Natural,41378.82,Doenças Graves,9404.28,188085.53
Ester Câmara,534.901.726-80,Martins do Galho,AP,2497806650,2024-05-19,549.42,409203.01,Dr. Lucas Ramos,Ativa,Auxílio Funeral,569.96,Morte Natural,31347.56,Doenças Graves,7124.45,142488.93
Melissa Ribeiro,018.235.947-60,Camargo,SC,1511831056,2025-03-17,126.29,99358.12,Erick Montenegro,Ativa,Invalidez Permanente,16650.00,Morte Natural,36630.01,Morte Acidental,44955.01,166500.04
Camila Sales,925.063.417-06,Moura,AL,6644240250,2023-06-20,971.93,471857.47,Dom Garcia,Ativa,Doenças Graves,6009.67,Morte Natural,26442.54,Morte Acidental,32452.20,120193.35
Isaque Araújo,579.624.810-30,Fonseca Paulista,MA,406303038,2025-10-21,160.18,202825.42,Otto da Mota,Ativa,Diá­ria por Incapacidade,28.46,Morte Natural,31308.95,Doenças Graves,7115.67,142313.42
Josué Cunha,205.849.173-41,Alves de Garcia,RN,9940710935,2025-05-22,946.01,51872.93,Vitáüria Nogueira,Cancelada,Diá­ria por Incapacidade,14.07,Morte Natural,15478.98,Auxílio Funeral,281.44,70358.98
Srta. Maria da Paz,249.875.036-38,da Conceição,BA,3410674890,2025-02-06,341.78,53049.04,João Lucas Nascimento,Ativa,Morte Natural,40690.18,Morte Acidental,49937.95,Doenças Graves,9247.77,184955.38
Ester Gonçalves,847.351.296-00,Albuquerque Alegre,DF,8814631328,2023-03-15,601.43,484716.65,Rael Moreira,Ativa,Morte Acidental,31394.12,Diá­ria por Incapacidade,23.25,Doenças Graves,5813.73,116274.50
Beatriz Moura,921.087.463-31,Rocha das Pedras,PR,2558807689,2024-05-03,585.23,430209.28,Sr. Luiz Otá­vio Porto,Ativa,Doenças Graves,4353.10,Morte Natural,19153.64,Invalidez Permanente,8706.20,87062.00
Joaquim Correia,496.028.715-20,Macedo,RS,4805913159,2025-07-19,501.85,413226.07,João Gabriel Cavalcanti,Ativa,Invalidez Permanente,7542.81,Diá­ria por Incapacidade,15.09,Morte Natural,16594.18,75428.08
Ana Clara Mendonça,217.698.405-67,Novais da Serra,CE,8289210674,2023-07-17,777.48,53071.78,Maria Flor Sampaio,Ativa,Morte Natural,195336.29,Auxílio Funeral,3551.57,Morte Acidental,239730.90,887892.23
João Vitor Ramos,683.042.157-80,Mendes,RJ,8351443109,2023-04-20,415.83,470593.98,Allana da Cruz,Ativa,Doenças Graves,48881.29,Invalidez Permanente,97762.58,Auxílio Funeral,3910.50,977625.80
Maria Isis Castro,270.498.136-13,Cavalcante,RO,7036851367,2024-09-06,256.65,194785.38,Gabrielly Vieira,Suspensa,Doenças Graves,5538.25,Invalidez Permanente,11076.50,Diá­ria por Incapacidade,22.15,110764.98
Sr. Francisco Moura,045.829.713-50,Fernandes,RS,5357923275,2024-07-27,785.57,326430.25,Murilo Nascimento,Ativa,Doenças Graves,7190.01,Invalidez Permanente,14380.02,Auxílio Funeral,575.20,143800.24
Sr. Pedro Henrique Caldeira,259.710.638-12,Vieira,AC,4308009341,2024-02-25,521.82,153844.12,Valentina Araújo,Ativa,Morte Natural,17412.17,Auxílio Funeral,316.58,Doenças Graves,3957.31,79146.22
Stella Alves,862.705.491-67,Azevedo das Pedras,SP,2132160412,2025-04-15,444.37,193102.02,Sara Vieira,Suspensa,Invalidez Permanente,15389.87,Morte Acidental,41552.66,Doenças Graves,7694.94,153898.73
Sra. Ana Liz Lopes,230.684.591-33,Casa Grande do Oeste,AL,7408660372,2024-11-01,948.50,443088.54,Isabelly Garcia,Ativa,Invalidez Permanente,16189.88,Morte Natural,35617.74,Doenças Graves,8094.94,161898.84
Dr. Luiz Otá­vio Oliveira,786.510.923-77,Novais,CE,4066046044,2025-09-27,879.63,227047.23,Theodoro Brito,Ativa,Invalidez Permanente,6220.91,Doenças Graves,3110.45,Diá­ria por Incapacidade,12.44,62209.08
Pedro Lucas Moraes,150.289.467-01,Nunes do Norte,PR,3171778410,2024-03-19,728.90,23461.24,Maria Helena Duarte,Ativa,Invalidez Permanente,14789.92,Morte Acidental,39932.79,Morte Natural,32537.83,147899.23
Isaac Andrade,941.362.587-55,da Conceição do Sul,AC,332957428,2025-03-13,413.25,317901.92,Isabelly Campos,Ativa,Doenças Graves,38763.77,Morte Acidental,209324.37,Invalidez Permanente,77527.55,775275.46
Ian Aragão,098.157.643-57,Campos do Amparo,PR,3449587777,2024-04-27,823.97,115317.15,Lorenzo Cassiano,Ativa,Auxílio Funeral,593.03,Morte Acidental,40029.76,Morte Natural,32616.84,148258.36
Mariana Caldeira,761.403.295-07,da Luz do Campo,PB,2872986041,2024-03-05,448.83,168511.58,Milena Costela,Suspensa,Morte Acidental,31359.21,Doenças Graves,5807.26,Auxílio Funeral,464.58,116145.21
Srta. Maria Júlia Ferreira,056.398.214-42,Montenegro de Goiá­s,PI,1141091314,2023-01-03,615.39,366502.43,Isabela Vasconcelos,Cancelada,Diá­ria por Incapacidade,18.74,Auxílio Funeral,374.70,Morte Acidental,25292.29,93675.15
Sra. Melissa Lopes,024.659.713-52,Duarte de Minas,PB,6019675048,2024-01-04,878.29,105864.24,Eloah Silva,Suspensa,Doenças Graves,9794.68,Auxílio Funeral,783.57,Diá­ria por Incapacidade,39.18,195893.58
Clarice Siqueira,768.412.053-08,Costa,SP,3898909679,2024-02-17,454.02,96282.37,Ana Lívia Costa,Suspensa,Morte Acidental,158263.67,Morte Natural,128955.59,Auxílio Funeral,2344.65,586161.75
Dr. Benjamin Casa Grande,768.945.132-28,Barbosa de Mendes,PI,3840373929,2023-12-02,447.64,307136.81,João Miguel Nogueira,Suspensa,Auxílio Funeral,434.92,Morte Acidental,29357.19,Diá­ria por Incapacidade,21.75,108730.33
Erick Moraes,230.975.641-52,Rezende de Vasconcelos,MS,3075079515,2025-10-17,712.27,348584.53,Marcelo Lima,Cancelada,Doenças Graves,4048.00,Invalidez Permanente,8096.00,Morte Natural,17811.19,80959.96
Sra. Cecilia Borges,710.523.648-53,Alves,PA,1141767945,2024-05-01,420.07,131896.78,Luiz Felipe Souza,Suspensa,Diá­ria por Incapacidade,34.12,Morte Acidental,46059.95,Auxílio Funeral,682.37,170592.40
Samuel Pires,416.890.237-40,Campos,RN,2447755750,2024-07-07,805.51,11446.50,Dr. Enzo Cavalcanti,Ativa,Auxílio Funeral,429.14,Invalidez Permanente,10728.38,Doenças Graves,5364.19,107283.80
Pietra Sousa,638.975.102-86,Rodrigues,RJ,3739677220,2025-02-26,426.16,412881.19,Rebeca Rodrigues,Ativa,Morte Acidental,180040.63,Invalidez Permanente,66681.72,Auxílio Funeral,2667.27,666817.16
Caio Melo,207.185.693-77,Cardoso,BA,45127670,2022-12-09,996.59,111500.24,Giovanna Viana,Ativa,Doenças Graves,37966.72,Auxílio Funeral,3037.34,Morte Natural,167053.58,759334.47
Liz Fonseca,574.681.039-84,Lopes da Serra,AC,7991979437,2024-07-09,427.03,79298.47,Olivia Santos,Ativa,Diá­ria por Incapacidade,112.77,Invalidez Permanente,56382.78,Morte Acidental,152233.50,563827.78
Dra. Ana Sophia da Rocha,649.032.518-70,Sousa do Campo,BA,9083168867,2025-08-30,890.40,283473.85,Lorena Caldeira,Cancelada,Morte Natural,15692.91,Invalidez Permanente,7133.14,Diá­ria por Incapacidade,14.27,71331.42
Bruna Nunes,917.062.548-49,Câmara da Serra,MS,5850997632,2025-07-04,796.95,482530.95,Théo Gomes,Ativa,Doenças Graves,5246.13,Morte Acidental,28329.12,Morte Natural,23082.99,104922.68
Dra. Camila Andrade,846.715.239-73,Farias,AP,3028481167,2023-08-19,375.61,201310.36,Maitá¦ Moura,Suspensa,Invalidez Permanente,17101.50,Doenças Graves,8550.75,Auxílio Funeral,684.06,171014.97
Kamilly Barbosa,406.387.251-35,Araújo do Oeste,ES,4602368746,2024-07-19,413.53,336377.42,Sra. Sophie Nunes,Ativa,Doenças Graves,4391.44,Morte Acidental,23713.78,Morte Natural,19322.34,87828.80
Juliana Pacheco,832.164.590-98,Fogaça do Sul,AC,427210265,2023-04-26,433.23,137608.10,Miguel Araújo,Ativa,Doenças Graves,5246.98,Diá­ria por Incapacidade,20.99,Auxílio Funeral,419.76,104939.50
Sra. Julia Almeida,571.683.402-71,Abreu,MS,6318773299,2023-07-06,994.36,450971.35,Maria Fonseca,Ativa,Auxílio Funeral,759.34,Invalidez Permanente,18983.59,Doenças Graves,9491.80,189835.92
Mirella da Rosa,291.854.376-46,Sousa da Praia,PE,7542356140,2025-02-13,420.98,444647.71,Lucas da Costa,Ativa,Invalidez Permanente,9296.55,Morte Acidental,25100.67,Morte Natural,20452.40,92965.45
Giovanna Albuquerque,093.762.158-77,Souza,PR,9710364146,2022-11-22,124.50,264912.29,Alana Câmara,Ativa,Morte Natural,15898.75,Auxílio Funeral,289.07,Morte Acidental,19512.11,72267.06
Ana Luiza Caldeira,982.153.704-97,da Rosa de Vieira,MG,5915233999,2023-06-09,748.83,229551.95,Srta. Aylla Fernandes,Ativa,Invalidez Permanente,14679.60,Auxílio Funeral,587.18,Morte Natural,32295.13,146796.03
Marina Duarte,731.809.642-78,Nogueira do Sul,SC,937908578,2025-04-15,439.89,297874.40,Daniela Mendes,Ativa,Auxílio Funeral,649.74,Morte Acidental,43857.72,Morte Natural,35735.92,162436.00
Antonella Melo,240.736.581-07,Pacheco,SE,8837886667,2023-12-09,576.56,260219.88,Dom Alves,Ativa,Doenças Graves,3975.73,Diá­ria por Incapacidade,15.90,Auxílio Funeral,318.06,79514.53
Davi Lucca Azevedo,417.253.680-80,Azevedo,GO,4531761626,2023-03-31,356.97,485544.01,Carolina Azevedo,Ativa,Morte Natural,24255.83,Auxílio Funeral,441.02,Diá­ria por Incapacidade,22.05,110253.79
Anna Liz das Neves,659.821.370-30,Rios Alegre,MG,3699602380,2023-12-20,814.92,14766.57,João Pedro Ferreira,Ativa,Morte Acidental,51911.67,Diá­ria por Incapacidade,38.45,Invalidez Permanente,19226.55,192265.46
Diego Almeida,216.948.053-60,Sampaio,AM,4991783612,2025-07-17,831.80,267935.61,Sabrina da Paz,Suspensa,Morte Natural,208370.46,Invalidez Permanente,94713.85,Doenças Graves,47356.92,947138.45
Helena Caldeira,857.049.316-93,Costela Verde,RR,5078742089,2023-02-10,106.59,276977.57,Nicolas Dias,Suspensa,Morte Natural,28889.62,Morte Acidental,35455.44,Auxílio Funeral,525.27,131316.44
Ian Oliveira,843.619.027-04,Araújo,GO,2863669539,2025-04-22,667.05,149382.57,Laís Leão,Ativa,Auxílio Funeral,319.46,Morte Acidental,21563.39,Invalidez Permanente,7986.44,79864.41
Brayan Carvalho,736.280.415-62,Barros das Flores,RS,2247289640,2023-11-06,634.07,231769.65,Sarah Garcia,Ativa,Auxílio Funeral,666.09,Doenças Graves,8326.11,Invalidez Permanente,16652.22,166522.17
Juan Cunha,647.139.025-43,das Neves,RN,9430177966,2025-04-14,787.15,349863.16,Maria Silveira,Suspensa,Auxílio Funeral,205.08,Doenças Graves,2563.55,Morte Acidental,13843.19,51271.08
Ana Vitáüria Pereira,298.641.530-05,Viana da Praia,DF,2718215291,2023-11-01,830.60,387199.08,Juan Cunha,Cancelada,Morte Natural,38960.08,Invalidez Permanente,17709.13,Auxílio Funeral,708.37,177091.25
Liam Caldeira,943.107.852-04,Siqueira do Amparo,RS,2162838420,2022-11-27,326.24,338116.31,Caio das Neves,Ativa,Auxílio Funeral,555.36,Invalidez Permanente,13883.94,Morte Natural,30544.67,138839.39
Theo Nogueira,460.398.157-01,Machado,SC,5606734151,2025-01-20,764.89,24092.60,Isabelly da Luz,Ativa,Doenças Graves,5480.36,Invalidez Permanente,10960.72,Morte Acidental,29593.93,109607.15
Pedro Henrique Abreu,694.782.130-40,Duarte Alegre,AP,7320342300,2025-10-08,773.54,462274.84,Juliana Sousa,Ativa,Invalidez Permanente,90809.54,Morte Natural,199780.98,Doenças Graves,45404.77,908095.37
Ryan Rezende,079.312.548-05,Novaes da Prata,PR,6414613007,2023-01-08,186.04,46952.62,Maria Luísa Ramos,Ativa,Invalidez Permanente,10097.98,Morte Acidental,27264.55,Morte Natural,22215.56,100979.82
Daniel da Cruz,731.604.982-04,Montenegro de Barbosa,SC,1425493310,2023-12-28,751.85,187555.31,Matheus Fogaça,Cancelada,Auxílio Funeral,491.87,Morte Acidental,33201.13,Doenças Graves,6148.36,122967.13
Sra. Maya Sousa,218.935.067-03,da Luz da Prata,AL,9405478912,2022-11-29,890.91,215350.11,Augusto da Costa,Ativa,Diá­ria por Incapacidade,30.39,Morte Acidental,41027.20,Invalidez Permanente,15195.26,151952.59
Isadora Cassiano,647.519.230-99,Cardoso,RN,9785255360,2024-03-14,352.36,311833.90,Enzo Pereira,Cancelada,Auxílio Funeral,2603.61,Morte Natural,143198.71,Diá­ria por Incapacidade,130.18,650903.22
Liam Borges,867.190.245-58,Costa do Norte,AL,720567912,2023-10-20,484.64,427158.09,Maria Flor Albuquerque,Ativa,Invalidez Permanente,11518.29,Morte Natural,25340.23,Doenças Graves,5759.14,115182.85
Eloá­ Melo,134.580.297-88,Vargas de Minas,SE,4338099912,2024-11-17,934.57,55560.34,Samuel Ribeiro,Ativa,Invalidez Permanente,9806.56,Morte Natural,21574.42,Doenças Graves,4903.28,98065.56
Samuel Teixeira,564.837.190-00,da Mota,MT,637129713,2023-11-19,676.54,280318.94,Gael Henrique Moura,Ativa,Diá­ria por Incapacidade,28.05,Invalidez Permanente,14023.04,Morte Acidental,37862.19,140230.35
João Felipe Moraes,950.421.768-02,Cardoso,PR,9713011991,2025-02-21,749.11,367497.18,João Guilherme Teixeira,Ativa,Morte Acidental,17054.89,Morte Natural,13896.58,Doenças Graves,3158.31,63166.25
Emanuel Moura,953.128.704-04,Siqueira de Fonseca,RS,360992756,2025-07-27,822.97,140006.82,Sra. Ana Cecília da Mota,Ativa,Morte Acidental,48769.39,Doenças Graves,9031.37,Invalidez Permanente,18062.74,180627.36
Theodoro da Rosa,936.148.752-37,Casa Grande,PB,5124931329,2025-03-01,736.65,385728.01,Nicole Rios,Ativa,Morte Acidental,50749.19,Invalidez Permanente,18796.00,Auxílio Funeral,751.84,187959.98
Lavínia Moura,578.029.346-56,da Mota,TO,5848412413,2023-11-05,365.98,415094.59,Srta. Laura Macedo,Ativa,Invalidez Permanente,7781.32,Diá­ria por Incapacidade,15.56,Morte Acidental,21009.57,77813.22
Davi Lucca Novais,974.352.806-74,Albuquerque da Serra,AC,1188779245,2024-05-15,226.14,231565.18,Beatriz Castro,Ativa,Morte Natural,14881.67,Diá­ria por Incapacidade,13.53,Auxílio Funeral,270.58,67643.95
Luísa Barbosa,794.056.318-10,Viana,AP,7825426357,2025-03-27,660.13,446046.76,Maria Alice Jesus,Suspensa,Invalidez Permanente,16849.74,Diá­ria por Incapacidade,33.70,Morte Natural,37069.43,168497.42
Esther Ramos,812.945.306-15,Machado do Norte,RR,728081135,2023-09-16,508.37,319817.20,Arthur Gabriel Carvalho,Ativa,Diá­ria por Incapacidade,37.74,Invalidez Permanente,18869.40,Auxílio Funeral,754.78,188694.02
Mariah Macedo,094.586.712-30,Andrade de Barros,PB,9386880766,2025-09-23,671.10,67869.94,Stella Garcia,Ativa,Invalidez Permanente,6816.42,Morte Natural,14996.13,Auxílio Funeral,272.66,68164.21
Srta. Agatha Sales,856.927.031-30,Souza,CE,7474955723,2023-08-02,929.33,12114.87,Luana Siqueira,Ativa,Diá­ria por Incapacidade,106.66,Morte Natural,117322.62,Auxílio Funeral,2133.14,533284.64
Yan Araújo,180.539.764-84,Caldeira,DF,7198409145,2025-08-12,713.50,370289.77,Alícia Duarte,Ativa,Diá­ria por Incapacidade,32.84,Auxílio Funeral,656.71,Doenças Graves,8208.93,164178.56
Vitor Gabriel Pimenta,847.302.516-44,Ferreira da Praia,MG,1464200824,2024-05-25,189.26,429017.39,Srta. Allana Leão,Ativa,Auxílio Funeral,575.76,Doenças Graves,7196.98,Diá­ria por Incapacidade,28.79,143939.50
Otto Teixeira,317.562.948-28,Guerra,PB,5459112665,2023-11-09,966.24,296048.07,Pietro Sampaio,Cancelada,Morte Natural,36732.75,Invalidez Permanente,16696.70,Diá­ria por Incapacidade,33.39,166967.04
Marcelo Lopes,971.265.480-01,Sampaio,DF,4107876016,2024-05-16,433.59,212191.00,João Castro,Ativa,Invalidez Permanente,6627.29,Doenças Graves,3313.65,Diá­ria por Incapacidade,13.25,66272.93
Guilherme Siqueira,346.279.058-74,da Rocha,AP,5467587870,2023-02-22,354.33,285525.93,Sr. Thales Nogueira,Ativa,Doenças Graves,7940.52,Morte Acidental,42878.79,Invalidez Permanente,15881.03,158810.32
Liam Garcia,476.910.835-48,da Paz do Galho,SC,4032187706,2023-04-07,653.67,188830.86,Dra. Lavínia Cavalcante,Ativa,Diá­ria por Incapacidade,198.00,Auxílio Funeral,3960.03,Invalidez Permanente,99000.68,990006.80
Enrico Machado,739.425.608-10,Nascimento da Serra,MS,7255093340,2025-04-12,906.78,343399.61,Matheus Silveira,Ativa,Diá­ria por Incapacidade,29.10,Morte Natural,32006.40,Doenças Graves,7274.18,145483.65
Sr. João Lucas Porto,542.316.790-61,Nascimento,RN,9409429000,2024-01-30,707.70,143458.62,Arthur Miguel Cunha,Ativa,Diá­ria por Incapacidade,13.23,Morte Acidental,17860.60,Doenças Graves,3307.52,66150.36
Maria Julia Cirino,745.801.392-32,Mendes,GO,1697110975,2025-03-16,477.41,199692.63,Lucas Freitas,Cancelada,Auxílio Funeral,241.98,Doenças Graves,3024.72,Diá­ria por Incapacidade,12.10,60494.34
Vitor Gabriel Mendes,967.123.085-77,Costa do Sul,ES,7831902986,2023-09-17,164.32,241830.24,Theodoro Barros,Ativa,Morte Acidental,42665.36,Diá­ria por Incapacidade,31.60,Auxílio Funeral,632.08,158019.84
José Vieira,875.621.390-59,Moura das Flores,GO,9290640154,2025-06-15,295.17,497596.04,Antony da Mota,Ativa,Morte Natural,180340.09,Morte Acidental,221326.47,Invalidez Permanente,81972.77,819727.68
Renan da Cunha,270.691.584-67,da Rosa,PE,9194464316,2024-09-07,750.84,144693.77,Ana Julia Vasconcelos,Cancelada,Morte Natural,25924.75,Invalidez Permanente,11783.98,Auxílio Funeral,471.36,117839.78
Dra. Isabel Castro,403.786.259-00,Novaes,CE,5019801338,2024-09-07,136.75,209566.03,Gustavo Henrique Cirino,Ativa,Auxílio Funeral,640.76,Diá­ria por Incapacidade,32.04,Morte Acidental,43251.09,160189.24
Heloisa das Neves,013.285.647-62,Souza de Cassiano,RJ,376595764,2025-10-17,897.64,469673.94,Dra. Mariana Ribeiro,Ativa,Morte Acidental,24179.34,Morte Natural,19701.68,Invalidez Permanente,8955.31,89553.10
Pedro Miguel Gonçalves,358.074.962-56,Correia,PA,466940672,2024-05-15,424.90,297919.46,Isabella Peixoto,Ativa,Auxílio Funeral,331.50,Invalidez Permanente,8287.45,Diá­ria por Incapacidade,16.57,82874.46
Bella Novais,986.732.145-64,da Luz,RR,492075614,2024-05-26,961.54,435126.47,Diogo Costela,Cancelada,Doenças Graves,36666.43,Invalidez Permanente,73332.86,Auxílio Funeral,2933.31,733328.57
Erick Siqueira,024.598.671-58,Moura do Sul,RR,3882931840,2025-06-23,323.32,306853.23,Renan Pacheco,Ativa,Auxílio Funeral,370.07,Doenças Graves,4625.91,Invalidez Permanente,9251.81,92518.10
Agatha Câmara,286.534.079-10,Abreu,PE,1901641104,2024-12-17,454.00,348813.30,Srta. Maria Aragão,Cancelada,Morte Acidental,35848.37,Morte Natural,29209.79,Diá­ria por Incapacidade,26.55,132771.75
Pedro Henrique Oliveira,498.706.315-84,Oliveira da Mata,MS,7141877681,2023-12-29,486.66,65572.45,Emanuelly Cunha,Ativa,Morte Natural,12372.97,Invalidez Permanente,5624.08,Diá­ria por Incapacidade,11.25,56240.79
Maria da Mota,053.214.896-70,Souza do Amparo,RJ,8240305421,2023-01-20,845.38,215074.69,Pedro Alves,Ativa,Auxílio Funeral,581.33,Doenças Graves,7266.60,Morte Acidental,39239.63,145331.97
Camila da Cruz,612.350.498-33,Jesus do Oeste,RS,6332090102,2023-02-05,658.84,86672.40,Lunna Gomes,Ativa,Diá­ria por Incapacidade,34.28,Morte Acidental,46273.99,Invalidez Permanente,17138.51,171385.14
Sra. Ísis Santos,690.571.243-43,Camargo Paulista,MA,6651324168,2022-11-08,101.62,246010.94,Srta. Alícia Duarte,Ativa,Morte Natural,21830.85,Auxílio Funeral,396.92,Morte Acidental,26792.41,99231.13
Rafaela Cavalcanti,512.930.864-60,Cardoso de Moraes,SE,5919158249,2023-07-10,641.85,354103.69,Srta. Alexia da Mota,Ativa,Auxílio Funeral,746.13,Doenças Graves,9326.64,Morte Acidental,50363.88,186532.89
Maria Vitáüria Viana,241.985.763-19,Machado,PB,7081281958,2025-01-24,280.20,58897.45,Fernando Nogueira,Ativa,Invalidez Permanente,9040.17,Morte Acidental,24408.47,Doenças Graves,4520.09,90401.74
Joana Martins,146.539.870-84,Santos,RJ,6745627240,2023-09-02,275.47,95454.25,Lucas Costa,Ativa,Auxílio Funeral,350.43,Invalidez Permanente,8760.83,Diá­ria por Incapacidade,17.52,87608.27
Emanuelly Macedo,632.780.591-40,Campos,RN,5428538144,2023-05-15,142.06,298975.24,Vitáüria Andrade,Cancelada,Doenças Graves,8016.47,Morte Natural,35272.45,Diá­ria por Incapacidade,32.07,160329.34
Cauã Cunha,815.692.347-28,Leão,PR,3321698701,2024-01-26,969.38,418596.64,Ravy Pinto,Ativa,Invalidez Permanente,16838.31,Morte Acidental,45463.44,Auxílio Funeral,673.53,168383.12
Srta. Laís Porto,127.469.538-46,Cirino de Ramos,PI,706894852,2025-07-17,376.93,43599.95,Joana Alves,Ativa,Doenças Graves,3113.32,Diá­ria por Incapacidade,12.45,Morte Acidental,16811.94,62266.45
Isaque Ramos,345.019.876-93,Costela,AP,9876866263,2023-11-10,569.68,304593.44,João Vitor Aragão,Ativa,Doenças Graves,37465.30,Auxílio Funeral,2997.22,Morte Natural,164847.32,749305.98
Davi Ramos,071.854.923-60,da Luz,MG,9529215684,2023-11-27,853.15,365028.15,Dr. Paulo Pereira,Suspensa,Diá­ria por Incapacidade,20.51,Doenças Graves,5128.23,Morte Natural,22564.23,102564.66
Dr. João Miguel Fernandes,980.542.637-83,Santos de Melo,DF,2682139270,2024-11-21,599.23,96525.68,Erick Costa,Ativa,Morte Natural,40937.44,Doenças Graves,9303.96,Morte Acidental,50241.40,186079.26
